Payment,Product line,Invoice ID,Branch,City,Customer type,Gender,Unit price,Quantity,Tax 5%,Total,date,Time,cogs,gross income,Rating,day_of_week,hour,profit_margin,rush_hour,spending_category,rating_sentiment,avg_product_rating,total_revenue,avg_transaction,num_transactions
Cash,Electronic accessories,132329879,b,mandalay,Member,female,9396,4,18792,394632,20190309,1800,37584,18792,95,7,18,004761904853966357,yes,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,721866247,a,yangon,Normal,female,6342,8,25368,532728,20190311,1255,50736,25368,74,2,12,0047619045232152823,yes,high,positive,68.375,2.96273397E8,858763.4695652174,345
Cash,Food and beverages,719763868,c,naypyitaw,Member,male,9426,4,18852,395892,20190312,1630,37704,18852,86,3,16,0047619046013097306,no,medium,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,485308700,a,yangon,Normal,female,3326,5,8315,174615,20190318,1610,1663,8315,42,2,16,0047619043717917024,no,medium,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,770428960,b,mandalay,Normal,male,2112,8,8448,177408,20190101,1931,16896,8448,63,3,19,0047619046083162156,no,medium,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Food and beverages,865419075,a,yangon,Normal,male,1153,7,40355,847455,20190128,1735,8071,40355,81,2,17,004761904895873714,yes,low,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,871798483,b,mandalay,Normal,male,9413,5,235325,4941825,20190225,1939,47065,235325,48,2,19,0047619046700094335,no,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,704483927,a,yangon,Member,male,8867,10,44335,931035,20190112,1450,8867,44335,73,7,14,004761904800926336,no,high,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Electronic accessories,850419669,a,yangon,Normal,female,7506,9,33777,709317,20190319,1325,67554,33777,62,3,13,0047619047106858436,yes,high,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Sports and travel,835160096,c,naypyitaw,Member,male,147,5,3675,77175,20190324,1348,735,3675,85,1,13,004761904511816639,yes,low,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Ewallet,Home and lifestyle,788078452,c,naypyitaw,Member,female,2424,7,8484,178164,20190127,1738,16968,8484,94,1,17,004761904838373177,yes,medium,positive,68.375,2.96273397E8,858763.4695652174,345
Cash,Food and beverages,727021313,a,yangon,Member,male,3184,1,1592,33432,20190209,1322,3184,1592,77,7,13,0047619048977418754,yes,low,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,149716266,b,mandalay,Member,male,7807,9,351315,7377615,20190128,1243,70263,351315,45,2,12,004761904958881435,yes,high,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,548469322,b,mandalay,Normal,male,399,10,1995,41895,20190220,1524,3990,1995,59,4,15,004761904805263694,no,medium,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,134752619,a,yangon,Member,male,1932,7,6762,142002,20190325,1851,13524,6762,69,2,18,0047619048578465016,yes,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Fashion accessories,559989873,a,yangon,Member,female,5365,7,187775,3943275,20190210,1256,37555,187775,52,1,12,004761904623705744,yes,medium,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,471068611,c,naypyitaw,Normal,female,5242,1,2621,55041,20190206,1022,5242,2621,63,4,10,004761904823785536,no,low,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,300714605,c,naypyitaw,Member,male,8604,5,2151,45171,20190225,1124,4302,2151,48,2,11,0047619049026549974,no,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Fashion accessories,181946432,c,naypyitaw,Member,male,6933,2,6933,145593,20190205,1905,13866,6933,97,3,19,004761904746308867,no,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,729467422,c,naypyitaw,Normal,male,3589,1,17945,376845,20190223,1652,3589,17945,79,7,16,00476190453595115,no,low,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,426392418,c,naypyitaw,Normal,male,6141,7,214935,4513635,20190114,1002,42987,214935,98,2,10,0047619047619047616,no,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,132236451,a,yangon,Member,male,2097,5,52425,1100925,20190104,1321,10485,52425,78,6,13,004761904658779973,yes,medium,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,655072265,a,yangon,Normal,male,7831,3,117465,2466765,20190305,1638,23493,117465,54,3,16,004761904798724696,no,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,213321216,a,yangon,Normal,female,6606,6,19818,416178,20190123,1028,39636,19818,73,4,10,004761904849200221,no,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,816572053,a,yangon,Normal,male,6087,2,6087,127827,20190309,1237,12174,6087,87,7,12,0047619045487429346,yes,medium,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Ewallet,Sports and travel,149157606,b,mandalay,Member,male,3732,9,16794,352674,20190306,1531,33588,16794,51,4,15,0047619047876583255,no,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,457131708,b,mandalay,Member,male,6523,10,32615,684915,20190108,1907,6523,32615,52,3,19,004761905159732791,no,high,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,166192553,a,yangon,Member,male,8906,6,26718,561078,20190118,1726,53436,26718,99,6,17,00476190481046813,yes,high,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,195060432,a,yangon,Member,male,8101,3,121515,2551815,20190113,1255,24303,121515,93,1,12,004761904601737368,yes,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,390805128,b,mandalay,Member,female,1915,1,09575,201075,20190128,1758,1915,09575,95,2,17,004761904648979081,yes,low,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,315225665,c,naypyitaw,Normal,female,7356,10,3678,77238,20190224,1138,7356,3678,80,1,11,0047619045737567006,no,high,positive,68.375,2.96273397E8,858763.4695652174,345
Credit card,Sports and travel,765266951,a,yangon,Normal,male,7261,6,21783,457443,20190101,1039,43566,21783,69,3,10,0047619050398772685,no,medium,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,307852293,b,mandalay,Normal,male,5028,5,1257,26397,20190307,1358,2514,1257,97,5,13,0047619046242737814,yes,medium,positive,68.375,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,289655721,b,mandalay,Normal,female,8137,2,8137,170877,20190126,1928,16274,8137,65,7,19,0047619048416341514,no,medium,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,359903665,b,mandalay,Member,female,1808,4,3616,75936,20190114,1803,7232,3616,95,2,18,004761904866562451,yes,low,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,480632856,c,naypyitaw,Normal,male,1925,8,77,1617,20190123,1837,1540,77,66,4,18,004761904733819998,yes,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,458411477,c,naypyitaw,Normal,female,4626,6,13878,291438,20190308,1711,27756,13878,95,6,17,004761905042388145,yes,medium,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,301119629,a,yangon,Normal,female,191,7,6685,140385,20190115,1043,1337,6685,97,3,10,004761904907475008,no,medium,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,628908624,b,mandalay,Member,male,8258,10,4129,86709,20190314,1441,8258,4129,50,5,14,004761904720005479,no,high,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,242113142,b,mandalay,Member,male,8377,2,8377,175917,20190224,1957,16754,8377,46,1,19,004761904477939217,no,medium,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Fashion accessories,210307976,b,mandalay,Member,female,2232,4,4464,93744,20190314,1116,8928,4464,41,5,11,00476190483457031,no,low,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,794423736,b,mandalay,Normal,male,3333,2,3333,69993,20190126,1441,6666,3333,64,7,14,004761904940331075,no,low,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,695510018,b,mandalay,Normal,female,3484,4,6968,146328,20190210,1836,13936,6968,74,1,18,004761904622246749,yes,medium,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,744025987,a,yangon,Member,male,7838,6,23514,493794,20190110,1416,47028,23514,58,5,14,004761904688330661,no,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Credit card,Sports and travel,493656248,c,naypyitaw,Member,female,3698,10,1849,38829,20190101,1948,3698,1849,70,3,19,004761904598165582,no,medium,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Cash,Fashion accessories,198669832,b,mandalay,Member,female,7204,2,7204,151284,20190204,1938,14408,7204,95,2,19,004761904866969226,no,medium,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Cash,Electronic accessories,124311458,a,yangon,Member,female,7959,3,119385,2507085,20190108,1430,23877,119385,66,3,14,00476190499738534,no,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,276540879,b,mandalay,Normal,male,9774,4,19548,410508,20190312,1953,39096,19548,64,3,19,0047619048946565615,no,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,343870864,c,naypyitaw,Member,male,7588,1,3794,79674,20190103,1030,7588,3794,71,5,10,0047619044341628405,no,low,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Ewallet,Sports and travel,825945922,b,mandalay,Normal,male,2531,2,2531,53151,20190302,1926,5062,2531,72,7,19,00476190448421958,no,low,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,122619553,c,naypyitaw,Normal,female,5132,9,23094,484974,20190314,1933,46188,23094,56,5,19,004761904743176722,no,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,574579721,c,naypyitaw,Normal,male,4327,2,4327,90867,20190308,1653,8654,4327,57,6,16,004761905086758579,no,low,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,234034040,b,mandalay,Member,female,7305,10,36525,767025,20190303,1225,7305,36525,87,1,12,0047619048092701656,yes,high,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,458610011,b,mandalay,Normal,male,603,4,1206,25326,20190220,1843,2412,1206,58,4,18,004761905030875762,yes,medium,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,365164334,b,mandalay,Normal,female,2643,8,10572,222012,20190224,1426,21144,10572,89,1,14,0047619047005390734,no,medium,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Ewallet,Fashion accessories,351620822,b,mandalay,Member,female,1448,4,2896,60816,20190206,1807,5792,2896,45,4,18,004761904463213225,yes,low,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,299461805,b,mandalay,Member,female,9372,6,28116,590436,20190115,1619,56232,28116,45,3,16,00476190483881922,no,high,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,273166619,b,mandalay,Normal,male,332,2,332,6972,20190315,1220,664,332,44,6,12,0047619045827798044,yes,low,neutral,68.375,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,731819469,c,naypyitaw,Member,female,898,10,449,9429,20190123,1300,8980,449,54,4,13,004761904800435305,yes,high,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Food and beverages,785137708,b,mandalay,Normal,male,7306,7,25571,536991,20190114,1906,51142,25571,42,2,19,0047619043559711624,no,high,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,450282866,c,naypyitaw,Member,male,1744,5,436,9156,20190115,1925,872,436,81,3,19,00476190503470058,no,low,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,602809671,c,naypyitaw,Member,female,1595,6,4785,100485,20190209,1715,957,4785,51,7,17,004761904581129273,yes,medium,neutral,68.375,2.70194988E8,868794.1736334405,311
Credit card,Food and beverages,393652792,c,naypyitaw,Normal,male,8948,10,4474,93954,20190106,1246,8948,4474,96,1,12,004761905051917303,yes,high,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,729099681,a,yangon,Member,male,2591,6,7773,163233,20190205,1016,15546,7773,87,3,10,004761904567157722,no,medium,positive,68.375,2.96273397E8,858763.4695652174,345
Credit card,Sports and travel,878302331,c,naypyitaw,Member,female,5455,10,27275,572775,20190302,1122,5455,27275,71,7,11,004761904492332231,no,high,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,308391707,a,yangon,Normal,female,1209,1,06045,126945,20190126,1819,1209,06045,82,7,18,004761904739546131,yes,low,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,258927466,a,yangon,Normal,female,3568,5,892,18732,20190206,1833,1784,892,66,4,18,004761904616443324,yes,medium,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,114355271,b,mandalay,Normal,female,5791,8,23164,486444,20190207,1506,46328,23164,81,5,15,0047619046685475355,no,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,453336436,a,yangon,Normal,female,9312,8,37248,782208,20190207,1009,74496,37248,68,5,10,004761904854796806,no,high,neutral,68.375,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,722132115,c,naypyitaw,Member,male,4285,1,21425,449925,20190314,1536,4285,21425,93,5,15,004761904560035284,no,low,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,384596655,a,yangon,Member,female,9866,9,44397,932337,20190219,1507,88794,44397,84,3,15,004761904820355383,no,high,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,652496720,c,naypyitaw,Member,female,6095,1,30475,639975,20190218,1140,6095,30475,59,2,11,004761904495802209,no,low,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,226313081,c,naypyitaw,Normal,female,1528,5,382,8022,20190308,1029,764,382,96,6,10,004761904606225479,no,low,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,447157839,a,yangon,Member,female,2224,10,1112,23352,20190209,1100,2224,1112,42,7,11,00476190462577448,no,medium,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Electronic accessories,441947118,a,yangon,Member,male,7195,1,35975,755475,20190204,1214,7195,35975,73,2,12,0047619048370446775,yes,low,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Credit card,Health and beauty,725560833,a,yangon,Normal,female,3232,10,1616,33936,20190220,1649,3232,1616,100,4,16,004761904922488442,no,medium,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Credit card,Home and lifestyle,651610874,c,naypyitaw,Normal,male,4622,4,9244,194124,20190312,2004,18488,9244,62,3,20,004761905159600098,no,medium,neutral,68.375,2.70194988E8,868794.1736334405,311
Ewallet,Health and beauty,477246490,b,mandalay,Normal,female,9971,6,29913,628173,20190226,1652,59826,29913,79,3,16,004761904978786407,no,high,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,834618124,a,yangon,Normal,male,5169,7,180915,3799215,20190126,1822,36183,180915,55,7,18,004761904475026162,yes,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,701235550,b,mandalay,Member,male,3881,4,7762,163002,20190319,1340,15524,7762,49,3,13,004761904845486061,yes,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,379176588,c,naypyitaw,Normal,male,5961,10,29805,625905,20190314,1107,5961,29805,53,5,11,004761904587770755,no,high,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,593144239,b,mandalay,Normal,female,9546,8,38184,801864,20190305,1940,76368,38184,47,3,19,0047619044447522935,no,high,neutral,68.375,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,849093807,a,yangon,Member,female,8834,7,30919,649299,20190218,1328,61838,30919,66,2,13,004761904775893098,yes,high,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,232113025,a,yangon,Normal,male,7877,10,39385,827085,20190124,1004,7877,39385,64,5,10,004761904432460547,no,high,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,560305617,b,mandalay,Normal,female,2477,5,61925,1300425,20190324,1827,12385,61925,85,1,18,0047619050063567286,yes,medium,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Ewallet,Health and beauty,667920055,a,yangon,Member,male,9983,6,29949,628929,20190304,1502,59898,29949,85,2,15,004761904545283832,no,high,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
